"maTin","loai","tinhThanhPho","diaChi","giaCa","dienTich","ngayDangTin","ngayHetHan","duongpho","matTienM","duongVaoM","soTang","soPhongTam","noiThat","tienIchKemTheo","phapLy","soPhongNgu","dacDiemXaHoi","huongNha","huongBanCong","duAn"
"498936","Nhà mặt phố","Long Biên, Hà Nội","Bát Khối","6,45 Tỷ","140 m²","09/08/2020","23/09/2020",,,,"5","4",,,,"4",,,,
"498935","Nhà mặt phố","Khương Trung, Thanh Xuân, Hà Nội","Khương Đình, Khương Trung, Thanh Xuân, Hà Nội","8,1 Tỷ","73 m²","09/08/2020","23/09/2020","Khương Đình",,,,,,,"Sổ đỏ",,,,,
"498934","Nhà riêng","Nghĩa Đô, Cầu Giấy, Hà Nội","Hoàng Mai, Hoàng Văn thụ, Hoàng Mai, Hà Nội","4,3 Tỷ","35 m²","09/08/2020","23/09/2020",,,,"4","5",,,,"4",,,,
"498933","Nhà riêng","Nhân Chính, Thanh Xuân, Hà Nội","Thanh Xuân, Hà Nội","8,9 Tỷ","78 m²","09/08/2020","23/09/2020","Chính Kinh",,,"4","5",,,,"4",,,,
"498932","Nhà riêng","Tây Hồ, Hà Nội","Tây Hồ, Hà Nội","3,1 Tỷ","30 m²","09/08/2020","23/09/2020",,,,,,,,,,,,,
"498931","Nhà riêng","Phương Liệt, Thanh Xuân, Hà Nội","Kim Giang","62 Tỷ","55 m²","09/08/2020","23/09/2020",,,,"5",,,,,,,,,
"498930","Nhà mặt phố","Đống Đa, Hà Nội","phố Chùa Láng, phường Láng Thượng, Đống Đa","23 Tỷ","75 m²","09/08/2020","23/09/2020","Chùa Láng",,,"4","4",,,,"4",,,,
"498929","Nhà mặt phố","Hoàn Kiếm, Hà Nội","Cầu Gỗ","130 Tỷ","132 m²","09/08/2020","23/09/2020","Cầu Gỗ",,,"1","1",,,,"1",,,,
"498927","Nhà riêng","Đại Kim, Hoàng Mai, Hà Nội","Kim Giang, Đại Kim, Hoàng Mai, Hà Nội","4,15 Tỷ","32 m²","09/08/2020","23/09/2020","Kim Giang","5","4","5","2",,"Chỗ để xe máy,Chỗ để ôtô,Truyền hình cáp,Internet","Sổ hồng","3","Gần trường,Gần bệnh viện,Gần nhà trẻ,Tiện kinh doanh,Khu dân trí cao,Gần chợ","Bắc",,
"498926","Nhà mặt phố","Nghĩa Đô, Cầu Giấy, Hà Nội","Nguyễn Đình Hoàn, Nghĩa Đô, Cầu Giấy, Hà Nội","9,8 Tỷ","55 m²","09/08/2020","23/09/2020","Nguyễn Đình Hoàn",,,,,,,"Sổ đỏ",,,,,
"498925","Nhà riêng","Hà Đông, Hà Nội","Hà Đông, Hà Nội","Thỏa thuận/m²","60 m²","09/08/2020","23/09/2020",,,,,,,,,,,,,
"498923","Nhà riêng","Đống Đa, Hà Nội","Tây Sơn, Đống Đa, Hà Nội","3,9 Tỷ","38 m²","09/08/2020","23/09/2020","Tây Sơn",,,"5","5",,,,"4",,,,
"498921","Nhà riêng","Phương Liệt, Thanh Xuân, Hà Nội","nguyễn lân","62 Tỷ","55 m²","09/08/2020","23/09/2020",,,,"5",,,,,,,,,
"498922","Nhà riêng","Thanh Xuân, Hà Nội","Ngõ Lê Trọng Tấn","5,6 Tỷ","39 m²","09/08/2020","23/09/2020",,,,"6","4",,,,"5",,,,
"498917","Nhà riêng","Minh Khai, Hai Bà Trưng, Hà Nội","Minh Khai","2,7 Tỷ","35 m²","09/08/2020","23/09/2020",,,,"5","4",,,,"4",,,,
"498916","Nhà riêng","Dịch Vọng Hậu, Cầu Giấy, Hà Nội","Trần Quốc Hoàn, Cầu Giấy, Hà Nội","8,9 Tỷ","50 m²","09/08/2020","23/09/2020","Trần Quốc Hoàn",,,"6","4",,,,"4",,,,
"498915","Nhà riêng","Hoàng Mai, Hà Nội","Hoàng Mai, Hà Nội","2,7 Tỷ","31 m²","09/08/2020","23/09/2020",,,,,,,,,,,,,
"498914","Nhà riêng","Minh Khai, Hai Bà Trưng, Hà Nội","Minh Khai, Hai Bà Trưng, Hà Nội","4,3 Tỷ","42 m²","09/08/2020","23/09/2020","Minh Khai",,,"5","5",,,,"5",,,,
"498907","Nhà mặt phố","Hoàn Kiếm, Hà Nội","Hoàn Kiếm, Hà Nội","195 Tỷ","250 m²","09/08/2020","23/09/2020","Đường Thành",,,"1","2",,,,"2",,,,
"498903","Nhà mặt phố","Long Biên, Hà Nội","Long Biên, Hà Nội","3,2 Tỷ","62 m²","09/08/2020","23/09/2020",,,,,,,,,,,,,
"498895","Nhà riêng","Phúc La, Hà Đông, Hà Nội","Nguyễn Công Trứ Phúc La Hà Đông Hà Nội","6,25 Tỷ","45 m²","09/08/2020","23/09/2020","Nguyễn Công Trứ",,,"5","3",,,,"4",,,,
"498892","Đất nền khu dân cư","Kim Chung, Hoài Đức, Hà Nội","Kim Chung, Hoài Đức, Hà Nội","2,808 Tỷ","52 m²","09/08/2020","23/09/2020",,,,,,,,,,,,,
"498891","Nhà riêng","Phúc La, Hà Đông, Hà Nội","Nguyễn Công Trứ Phúc La Hà Đông Hà Nội","6,25 Tỷ","45 m²","09/08/2020","23/09/2020","Nguyễn Công Trứ",,,"5","3",,,,"4",,,,
"231853","Đất nền dự án","Đông Anh, Đông Anh, Hà Nội","Quốc lộ 3, Đông Anh, Đông Anh, Hà Nội","31 Triệu/m²","2 m²","09/08/2020","23/09/2020","Quốc lộ 3","5","15",,,,,,,,"Nam","Đông",
"498890","Nhà riêng","Phúc Xá, Ba Đình, Hà Nội","Nghĩa Dũng, Phúc Xá, Ba Đình, Hà Nội","2,4 Tỷ","33 m²","09/08/2020","23/09/2020","Nghĩa Dũng",,,,,,,,,,,,
"498887","Nhà riêng","Hoàng Văn Thụ, Hoàng Mai, Hà Nội","Hoàng Mai, Hoàng Văn Thụ, Hoàng Mai, Hà Nội","7 Tỷ","68 m²","09/08/2020","23/09/2020","Hoàng Mai","9","4","3","6",,,,"6",,,,
"498885","Nhà mặt phố","Trung Liệt, Đống Đa, Hà Nội","Trung Liệt, Đống Đa, Hà Nội","17,5 Tỷ","131 m²","09/08/2020","23/09/2020",,"20",,"4",,,,,,,,,
"498882","Nhà riêng","Đống Đa, Hà Nội","Cầu Giấy, Hà Nội","7,9 Tỷ","45 m²","09/08/2020","23/09/2020",,,,"2","4",,,,"3",,,,
"498876","Đất nền khu dân cư","Phú Diễn, Bắc Từ Liêm, Hà Nội","Phú Diễn, Bắc Từ Liêm, Hà Nội","3,1 Tỷ","44 m²","09/08/2020","23/09/2020",,,,,,,,,,,,,
"498875","Đất nền khu dân cư","Long Biên, Hà Nội","Long Biên, Hà Nội","3,55 Tỷ","65 m²","09/08/2020","23/09/2020",,,,,,,,,,,,,
"498873","Nhà riêng","Hoàng Mai, Hà Nội","Đại Từ","10,9 Tỷ","64 m²","09/08/2020","23/09/2020","Đại Từ",,,"4","3",,,,"6",,,,
"498872","Nhà riêng","Nghĩa Tân, Cầu Giấy, Hà Nội","Hoàng Mai, Hoàng Văn thụ, Hoàng Mai, Hà Nội","4,8 Tỷ","45 m²","09/08/2020","23/09/2020","Hoàng Quốc Việt",,,"4","5",,,,"4",,,,
"498870","Nhà riêng","Yên Hòa, Cầu Giấy, Hà Nội","Hoàng Mai, Hoàng Văn thụ, Hoàng Mai, Hà Nội","5,3 Tỷ","41 m²","09/08/2020","23/09/2020","Hoa Bằng",,,"4","5",,,,"4",,,,
"498869","Nhà riêng","Thượng Đình, Thanh Xuân, Hà Nội","Nguyễn Trãi, Thượng Đình, Thanh Xuân, Hà Nội","3 Tỷ","34 m²","09/08/2020","23/09/2020","Nguyễn Trãi","4","3","5","4",,,"Sổ đỏ","3",,,,
"498867","Nhà riêng","Ba Đình, Hà Nội","Đội Cấn Ba Đình Hà Nội","1,75 Tỷ","24 m²","09/08/2020","23/09/2020","Đội Cấn",,,"5","3",,,,"3",,,,
"498866","Nhà mặt phố","Yết Kiêu, Hà Đông, Hà Nội","Huỳnh Thúc Kháng, Yết Kiêu, Hà Đông, Hà Nội","3 Tỷ","31 m²","09/08/2020","23/09/2020","Huỳnh Thúc Kháng",,,,,,,,,,,,
"498865","Nhà riêng","Khương Mai, Thanh Xuân, Hà Nội","Lê Trọng Tấn, Khương Mai, Thanh Xuân, Hà Nội","3,5 Tỷ","41 m²","09/08/2020","23/09/2020","Lê Trọng Tấn","4","3","5","4",,,"Sổ đỏ","5",,,,
"498864","Nhà riêng","Ngọc Lâm, Long Biên, Hà Nội","Ngọc Lâm, Long Biên, Hà Nội","2,5 Tỷ","43 m²","09/08/2020","23/09/2020",,,,,,,,,,,,,
"498863","Nhà riêng","Cầu Giấy, Hà Nội","Hoàng Ngân, Cầu Giấy, Hà Nội","5,8 Tỷ","50 m²","09/08/2020","23/09/2020","Hoàng Ngân","4",,"4","3",,,,"4",,,,
"498861","Nhà riêng","Văn Miếu, Đống Đa, Hà Nội","Trần Quý Cáp, Văn Miếu, Đống Đa, Hà Nội","185 Tỷ","22 m²","09/08/2020","23/09/2020","Trần Quý Cáp",,,"5",,"Bàn ăn,Bàn trà,Sofa phòng khách,Kệ ti vi,Giường ngủ,Tủ quần áo,Sàn gỗ/đá,Trần thả,Tủ bếp,Bình nóng lạnh,Điều hòa,Bồn rửa mặt,Bồn tắm","Chỗ để xe máy,Chỗ để ôtô,Trung tâm thể dục,Hệ thống an ninh,Nhân viên bảo vệ,Truyền hình cáp","Sổ đỏ","3","Gần trường,Gần bệnh viện,Gần công viên,Gần nhà trẻ,Khu dân trí cao,Gần chợ",,,
"498860","Nhà riêng","Phương Liệt, Thanh Xuân, Hà Nội","Giải Phóng, Phương Liệt, Thanh Xuân, Hà Nội","46 Tỷ","45 m²","09/08/2020","23/09/2020","Giải Phóng",,,,,,,"Sổ đỏ",,,,,
"498857","Nhà riêng","Yên Hòa, Cầu Giấy, Hà Nội","Nguyễn Khang, Yên Hòa, Cầu Giấy, Hà Nội","5,3 Tỷ","48 m²","09/08/2020","23/09/2020","Nguyễn Khang","6.2","3","5",,"Bàn ăn,Bàn trà,Sofa phòng khách,Kệ ti vi,Giường ngủ,Tủ quần áo,Sàn gỗ/đá,Trần thả,Tủ bếp,Bình nóng lạnh,Điều hòa,Bồn rửa mặt,Bồn tắm","Chỗ để xe máy,Chỗ để ôtô,Trung tâm thể dục,Hệ thống an ninh,Nhân viên bảo vệ,Hồ bơi,Truyền hình cáp,Internet","Sổ đỏ","4","Gần trường,Gần bệnh viện,Gần công viên,Gần nhà trẻ,Tiện kinh doanh,Khu dân trí cao,Gần chợ",,,
"498855","Nhà riêng","Quang Trung, Đống Đa, Hà Nội","Tây Sơn Đống Đa Hà Nội","3 Tỷ","30 m²","09/08/2020","23/09/2020","Tây Sơn",,,"4","2",,,,"2",,,,
"498853","Nhà riêng","Mễ Trì, Nam Từ Liêm, Hà Nội","Miếu Đầm, Mễ Trì, Nam Từ Liêm, Hà Nội","3,3 Tỷ","30 m²","09/08/2020","23/09/2020","Miếu Đầm","6.1",,"3",,"Bàn ăn,Sofa phòng khách,Kệ ti vi,Giường ngủ,Tủ quần áo,Sàn gỗ/đá,Tủ bếp,Bình nóng lạnh,Điều hòa,Bồn rửa mặt,Bồn tắm","Chỗ để xe máy,Chỗ để ôtô,Trung tâm thể dục,Hồ bơi,Truyền hình cáp,Internet","Sổ đỏ",,"Gần trường,Gần bệnh viện,Gần công viên,Gần nhà trẻ,Khu dân trí cao,Gần chợ",,,
"498852","Nhà riêng","Minh Khai, Hai Bà Trưng, Hà Nội","Kịm Ngưu Hai Bà Trưng Hà Nội","2,48 Tỷ","30 m²","09/08/2020","23/09/2020","Kim Ngưu",,,"2","1",,,,"1",,,,
"498851","Nhà riêng","Minh Khai, Hai Bà Trưng, Hà Nội","Kịm Ngưu Hai Bà Trưng Hà Nội","2,48 Tỷ","30 m²","09/08/2020","23/09/2020","Kim Ngưu",,,"2","1",,,,"1",,,,
"498850","Nhà riêng","Nhật Tân, Tây Hồ, Hà Nội","Trịnh Công Sơn, Nhật Tân, Tây Hồ, Hà Nội","167 Tỷ","85 m²","09/08/2020","23/09/2020","Trịnh Công Sơn",,,,,,,"Sổ đỏ",,"Gần trường,Gần bệnh viện,Gần công viên,Gần nhà trẻ,Tiện kinh doanh,Khu dân trí cao",,,
"498848","Nhà riêng","Mai Dịch, Cầu Giấy, Hà Nội","Hồ Tùng Mậu, Mai Dịch, Cầu Giấy, Hà Nội","3,4 Tỷ","30 m²","09/08/2020","23/09/2020","Hồ Tùng Mậu","5","2","5",,"Bàn ăn,Bàn trà,Sofa phòng khách,Kệ ti vi,Giường ngủ,Tủ quần áo,Sàn gỗ/đá,Trần thả,Tủ bếp,Bình nóng lạnh,Điều hòa,Bồn rửa mặt,Bồn tắm","Chỗ để xe máy,Hệ thống an ninh,Truyền hình cáp,Internet","Sổ đỏ","3","Gần trường,Gần bệnh viện,Gần công viên,Gần nhà trẻ,Tiện kinh doanh,Khu dân trí cao,Gần chợ",,,
"498844","Nhà riêng","Hoàng Mai, Hà Nội","Hoàng Mai, Hà Nội","6,6 Tỷ","68 m²","09/08/2020","23/09/2020",,,,,,,,,,,,,
"498843","Nhà riêng","Khương Mai, Thanh Xuân, Hà Nội","Hoàng Văn Thái, Khương Mai, Thanh Xuân, Hà Nội","39 Tỷ","51 m²","09/08/2020","23/09/2020","Hoàng Văn Thái","4","3","4","3",,,"Sổ đỏ","4",,,,
"498842","Nhà riêng","Nghĩa Đô, Cầu Giấy, Hà Nội","Phùng Chí Kiên","6 Tỷ","40 m²","09/08/2020","23/09/2020","Phùng Chí Kiên",,,"5","4",,,,"6",,,,
"498841","Nhà riêng","Thịnh Quang, Đống Đa, Hà Nội","Thái Thịnh, Thịnh Quang, Đống Đa, Hà Nội","6,7 Tỷ","55 m²","09/08/2020","23/09/2020","Thái Thịnh",,,"5","4","Bàn ăn,Bàn trà,Sofa phòng khách,Kệ ti vi,Giường ngủ,Tủ quần áo,Sàn gỗ/đá,Trần thả,Tủ bếp,Bình nóng lạnh,Điều hòa,Bồn rửa mặt,Bồn tắm","Chỗ để xe máy,Chỗ để ôtô,Hệ thống an ninh,Nhân viên bảo vệ,Truyền hình cáp,Internet","Sổ đỏ","5","Gần trường,Gần bệnh viện,Gần công viên,Gần nhà trẻ,Tiện kinh doanh,Khu dân trí cao,Gần chợ",,,
"498839","Nhà riêng","Khương Mai, Thanh Xuân, Hà Nội","Lê Trọng Tấn, Khương Mai, Thanh Xuân, Hà Nội","3,9 Tỷ","39 m²","09/08/2020","23/09/2020","Lê Trọng Tấn","4","3","5","4",,,"Sổ đỏ","4",,,,
"498838","Nhà mặt phố","Quang Trung, Hà Đông, Hà Nội","Trần Đăng Ninh Quang Trungi Hà Đông Hà Nội","9 Tỷ","70 m²","09/08/2020","23/09/2020","Trần Đăng Ninh",,,"7","4",,,,"6",,,,
"498832","Nhà mặt phố","Quang Trung, Hà Đông, Hà Nội","Trần Đăng Ninh Quang Trungi Hà Đông Hà Nội","9 Tỷ","70 m²","09/08/2020","23/09/2020","Trần Đăng Ninh",,,"7","4",,,,"6",,,,
"498830","Nhà riêng","Thành Công, Ba Đình, Hà Nội","Trần Phú, Thành Công, Ba Đình, Hà Nội","45 Tỷ","50 m²","09/08/2020","23/09/2020","Trần Phú",,,,,"Bàn ăn,Bàn trà,Sofa phòng khách,Kệ ti vi,Giường ngủ,Tủ quần áo,Sàn gỗ/đá,Trần thả,Tủ bếp,Bình nóng lạnh,Điều hòa,Bồn rửa mặt,Bồn tắm","Chỗ để xe máy,Chỗ để ôtô,Trung tâm thể dục,Hệ thống an ninh,Nhân viên bảo vệ,Hồ bơi,Truyền hình cáp,Internet","Sổ đỏ",,"Gần trường,Gần bệnh viện,Gần công viên,Gần nhà trẻ,Tiện kinh doanh,Khu dân trí cao,Gần chợ",,,
"498829","Nhà mặt phố","Trung Liệt, Đống Đa, Hà Nội","Trung Liệt, Trung Liệt, Đống Đa, Hà Nội","9,5 Tỷ","43 m²","09/08/2020","23/09/2020","Trung Liệt",,,,,,,,,,,,
"498828","Nhà phố Shophouse","Tân Mai, Hoàng Mai, Hà Nội","Tân Mai, Tân Mai, Hoàng Mai, Hà Nội","80 Triệu/m²","93 m²","09/08/2020","23/09/2020","Tân Mai",,,,,,,,,,,,
"498827","Nhà riêng","Hai Bà Trưng, Hà Nội","Bạch Mai Hai Bà Trưng","6 Tỷ","60 m²","09/08/2020","23/09/2020","Bạch Mai",,,"4","4",,,,"4",,,,
"498825","Nhà phố Shophouse","Tân Mai, Hoàng Mai, Hà Nội","Tân Mai, Tân Mai, Hoàng Mai, Hà Nội","80 Triệu","93 m²","09/08/2020","23/09/2020","Tân Mai",,,,,,,,,,,,
"498822","Nhà mặt phố","Yết Kiêu, Hà Đông, Hà Nội","Hà Đông","430 Triệu","46 m²","09/08/2020","23/09/2020","Huỳnh Thúc Kháng",,,"4","4",,,,"3",,,,
"498821","Nhà riêng","Sài Đồng, Long Biên, Hà Nội","Sài Đồng, Long Biên, Hà Nội","3,9 Tỷ","45 m²","09/08/2020","23/09/2020",,,,,,,,,,,,,
"498820","Đất nền","Xuân Nộn, Đông Anh, Hà Nội","Đường Nhạn, Xuân Nộn , Đông Anh, Hà Nội","140 Triệu","41 m²","09/08/2020","23/09/2020",,,,"1","1",,,,"1",,,,
"498819","Nhà riêng","Hà Đông, Hà Nội","Hà Đông, Hà Nội","56 Triệu","36 m²","09/08/2020","23/09/2020",,,,,,,,,,,,,
"498817","Nhà riêng","Hai Bà Trưng, Hà Nội","Lê Thanh Nghị, Hai Bà Trưng","9,5 Tỷ","50 m²","09/08/2020","23/09/2020","Lê Thanh Nghị",,,"2","2",,,,"2",,,,
"498816","Nhà riêng","Kim Giang, Thanh Xuân, Hà Nội","hoàng đạo thành, thanh xuân","6,3 Tỷ","60 m²","09/08/2020","23/09/2020","Hoàng Đạo Thành",,,"4","4",,,,"4",,,,
"498815","Nhà riêng","Đống Đa, Hà Nội","Đường Nguyễn Chí Thanh, quận Đống Đa, Hà Nội","5,5 Tỷ","70 m²","09/08/2020","23/09/2020","Nguyễn Chí Thanh",,,"4","4",,,,"4",,,,
"498814","Đất nền khu dân cư","Văn Điển, Thanh Trì, Hà Nội","Ngọc Hồi, Văn Điển, Thanh Trì, Hà Nội","2,95 Tỷ","110 m²","09/08/2020","23/09/2020","Ngọc Hồi",,,"3","2",,,"Sổ đỏ","3",,,,
"498812","Nhà riêng","Đống Đa, Hà Nội","Nguyễn Lương Bằng Đống Đa Hà Nội","3,15 Tỷ","21 m²","09/08/2020","23/09/2020","Nguyễn Lương Bằng",,,"4","2",,,,"2",,,,
"498811","Nhà riêng","Đống Đa, Hà Nội","Nguyễn Lương Bằng Đống Đa Hà Nội","3,15 Tỷ","21 m²","09/08/2020","23/09/2020","Nguyễn Lương Bằng",,,"4","2",,,,"2",,,,
"498810","Nhà riêng","Trương Định, Hai Bà Trưng, Hà Nội","Trương Định, Trương Định, Hai Bà Trưng","6,3 Tỷ","78 m²","09/08/2020","23/09/2020","Trương Định",,,"5","2",,,,"4",,,,
"498809","Đất nền khu dân cư","Long Biên, Hà Nội","Long Biên, Hà Nội","2,75 Tỷ","50 m²","09/08/2020","23/09/2020",,,,,,,,,,,,,
"498808","Nhà riêng","Long Biên, Long Biên, Hà Nội","Long Biên, Long Biên, Hà Nội","Thỏa thuận/m²","38 m²","09/08/2020","23/09/2020",,,,,,,,,,,,,
"498806","Nhà riêng","Long Biên, Hà Nội","Long Biên, Hà Nội","Thỏa thuận/m²","32 m²","09/08/2020","23/09/2020",,,,,,,,,,,,,
"498805","Nhà biệt thự","Hoàng Liệt, Hoàng Mai, Hà Nội","Linh Đường, Hoàng Liệt, Hoàng Mai, Hà Nội","21,12 Tỷ","226 m²","09/08/2020","23/09/2020","Linh Đường","12","12","4","6","Bàn ăn,Bàn trà,Sofa phòng khách,Kệ ti vi,Giường ngủ,Tủ quần áo,Sàn gỗ/đá,Trần thả,Tủ bếp,Bình nóng lạnh,Điều hòa,Bồn rửa mặt,Bồn tắm","Chỗ để xe máy,Chỗ để ôtô,Trung tâm thể dục,Hệ thống an ninh,Nhân viên bảo vệ,Hồ bơi,Truyền hình cáp,Internet","Sổ đỏ","6","Gần trường,Gần bệnh viện,Gần công viên,Gần nhà trẻ,Tiện kinh doanh,Khu dân trí cao,Gần chợ",,,"KĐT Linh Đàm"
"498803","Nhà riêng","Hai Bà Trưng, Hà Nội","Lê Thanh Nghị, Hai Bà Trưng","9,5 Tỷ","50 m²","09/08/2020","23/09/2020","Lê Thanh Nghị",,,"2","2",,,,"2",,,,
"498802","Nhà riêng","Định Công, Hoàng Mai, Hà Nội","Định Công Hạ, Định Công, Hoàng Mai, Hà Nội","1,38 Tỷ","43 m²","09/08/2020","23/09/2020","Định Công Hạ",,,,,,,,,,,,
"498801","Nhà riêng","Hai Bà Trưng, Hà Nội","Kim Ngưu, Vĩnh Tuy, Hai Bà Trưng","8,5 Tỷ","44 m²","09/08/2020","23/09/2020","Kim Ngưu",,,"5","2",,,,"4",,,,
"498800","Nhà phố Shophouse","Tân Mai, Hoàng Mai, Hà Nội","Tân Mai, Tân Mai, Hoàng Mai, Hà Nội","80 Triệu","93 m²","09/08/2020","23/09/2020","Tân Mai",,,,,,,,,,,,
"498799","Nhà riêng","Hai Bà Trưng, Hà Nội","Phố Vọng, Hai Bà Trưng","9 Tỷ","56 m²","09/08/2020","23/09/2020","Phố Vọng",,,"4","3",,,,"4",,,,
"498797","Nhà phố Shophouse","Tân Mai, Hoàng Mai, Hà Nội","Tân Mai, Tân Mai, Hoàng Mai, Hà Nội","80 Triệu","93 m²","09/08/2020","23/09/2020","Tân Mai",,,,,,,,,,,,
"498796","Nhà riêng","Bồ Đề, Long Biên, Hà Nội","Ngọc Lâm, Long Biên, Hà Nội","3,4 Tỷ","50 m²","09/08/2020","23/09/2020","Ngọc Lâm",,,"1","1",,,,"1",,,,
"498795","Nhà riêng","Phú Đô, Nam Từ Liêm, Hà Nội","Lê Quang Đạo, Phú Đô, Nam Từ Liêm, Hà Nội","2,55 Tỷ","30 m²","09/08/2020","23/09/2020","Lê Quang Đạo",,,"4","4",,,,"2",,,,
"498793","Nhà riêng","Hai Bà Trưng, Hà Nội","Hai Bà Trưng, Hà Nội","5,5 Tỷ","53 m²","09/08/2020","23/09/2020",,,,,,,,,,,,,
"498792","Nhà riêng","Mỹ Đình 2, Nam Từ Liêm, Hà Nội","Mỹ Đình","4,3 Tỷ","56 m²","09/08/2020","23/09/2020","Mỹ Đình",,,"5","4",,,,"4",,,,
"498791","Nhà riêng","Lĩnh Nam, Hoàng Mai, Hà Nội","Thanh Lâm","1,85 Tỷ","30 m²","09/08/2020","23/09/2020",,,,"3","2",,,,"2",,,,
"498790","Nhà riêng","Hoàng Văn Thụ, Hoàng Mai, Hà Nội","190 Hoàng Mai","3,55 Tỷ","45 m²","09/08/2020","23/09/2020","Nguyễn Đức Cảnh",,,"4","4",,,,"4",,,,
"498789","Nhà riêng","Lĩnh Nam, Hoàng Mai, Hà Nội","Nam Dư - Hoàng Mai","2 Tỷ","32 m²","09/08/2020","23/09/2020","Nam Dư",,,"5","4",,,,"3",,,,
"498788","Nhà riêng","Nhân Chính, Thanh Xuân, Hà Nội","Nguyễn Trãi - Thanh Xuân","2 Tỷ","25 m²","09/08/2020","23/09/2020","Nguyễn Trãi",,,"4","3",,,,"3",,,,"Royal City"
"498787","Đất nền dự án","Đức Thượng, Hoài Đức, Hà Nội","Đức Thượng, Hoài Đức, Hà Nội","1,82 Tỷ","91 m²","09/08/2020","23/09/2020",,,,,,,,,,,,,
"498786","Nhà riêng","Bồ Đề, Long Biên, Hà Nội","Sài Đồng, Long Biên, Hà Nội","2,7 Tỷ","50 m²","09/08/2020","23/09/2020","Sài Đồng",,,"2","2",,,,"4",,,,
"498785","Nhà riêng","Văn Chương, Đống Đa, Hà Nội","Văn Miếu, Đống Đa, Hà Nội","4,2 Tỷ","38 m²","09/08/2020","23/09/2020","Khâm Thiên",,,"4","4",,,,"4",,,,
"498783","Nhà mặt phố","Bưởi, Tây Hồ, Hà Nội","Lạc Long Quân","25 Tỷ","95 m²","09/08/2020","23/09/2020","Lạc Long Quân",,,"6","4",,,,"4",,,,
"498782","Nhà mặt phố","Bồ Đề, Long Biên, Hà Nội","Tư Đình, Long Biên, Hà Nội","5,7 Tỷ","70 m²","09/08/2020","23/09/2020","Tư Đình",,,"1","2",,,,"2",,,,
"498779","Nhà mặt phố","Thanh Xuân Nam, Thanh Xuân, Hà Nội","Nguyễn Xiển","18,9 Tỷ","79 m²","09/08/2020","23/09/2020","Nguyễn Xiển",,,"9",,,,,"4",,,,
"498776","Nhà riêng","Phúc Đồng, Long Biên, Hà Nội","Nguyễn Văn Linh, Long Biên, Hà Nội","3,1 Tỷ","40 m²","09/08/2020","23/09/2020","Nguyễn Văn Linh",,,"5","4",,,,"3",,,,
"498775","Nhà riêng","Hai Bà Trưng, Hà Nội","Lò Đúc","3,65 Tỷ","35 m²","09/08/2020","23/09/2020","Lò Đúc",,,"4","3",,,,"2",,,,
"498774","Nhà riêng","Bạch Đằng, Hai Bà Trưng, Hà Nội","Lãng Yên, Bạch Đằng, Hai Bà Trưng","8,6 Tỷ","60 m²","09/08/2020","23/09/2020","Lãng Yên",,,"5","2",,,,"4",,,,
"498773","Nhà riêng","Vĩnh Quỳnh, Thanh Trì, Hà Nội","Vĩnh Ninh, Vĩnh Quỳnh, Thanh Trì, Hà Nội","1,85 Tỷ","50 m²","09/08/2020","23/09/2020","Vĩnh Ninh",,,"3","2",,,"Sổ đỏ","2",,,,
"498772","Nhà riêng","Phương Liên, Đống Đa, Hà Nội","Đường Phạm Ngọc Thạch, quận Đống Đa, Hà Nội.","6,1 Tỷ","62 m²","09/08/2020","23/09/2020","Phạm Ngọc Thạch",,,"5","4",,,,"4",,,,
"498770","Nhà riêng","Khương Đình, Thanh Xuân, Hà Nội","Khương Đình, Khương Đình, Thanh Xuân, Hà Nội","4,3 Tỷ","66 m²","09/08/2020","23/09/2020","Khương Đình",,,,,,,"Sổ đỏ",,,,,
"498769","Nhà riêng","Khương Đình, Thanh Xuân, Hà Nội","Vũ Tông Phan, Khương Đình, Thanh Xuân, Hà Nội","3,85 Tỷ","59 m²","09/08/2020","23/09/2020","Vũ Tông Phan",,,,,,,"Sổ đỏ",,,,,
"498768","Nhà riêng","Khương Trung, Thanh Xuân, Hà Nội","Bùi Xương Trạch, Khương Trung, Thanh Xuân, Hà Nội","3,15 Tỷ","54 m²","09/08/2020","23/09/2020","Bùi Xương Trạch",,,,,,,"Sổ đỏ",,,,,
"498767","Nhà riêng","Thanh Xuân Bắc, Thanh Xuân, Hà Nội","Nguyễn Trãi, Thanh Xuân Bắc, Thanh Xuân, Hà Nội","3,8 Tỷ","55 m²","09/08/2020","23/09/2020","Nguyễn Trãi",,,,,,,"Sổ đỏ",,,,,
"498766","Nhà riêng","Khương Trung, Thanh Xuân, Hà Nội","Khương Trung, Khương Trung, Thanh Xuân, Hà Nội","3,08 Tỷ","47 m²","09/08/2020","23/09/2020","Khương Trung",,,,,,,"Sổ đỏ",,,,,
"498765","Nhà riêng","Khương Đình, Thanh Xuân, Hà Nội","Khương Đình, Khương Đình, Thanh Xuân, Hà Nội","3,69 Tỷ","56 m²","09/08/2020","23/09/2020","Khương Đình",,,,,,,"Sổ đỏ",,,,,
"498764","Nhà riêng","Khương Đình, Thanh Xuân, Hà Nội","Khương Hạ, Khương Đình, Thanh Xuân, Hà Nội","3,55 Triệu/m²","50 m²","09/08/2020","23/09/2020","Khương Hạ",,,,,,,"Sổ đỏ",,,,,
